title,url,img,score,rank,popularity,watching,completed,on_hold,dropped,plan_to_watch,members,favorites,type,episodes,status,aired,premiered,broadcast,producers,licensors,studios,Source,genres,demographic,duration,rating
Crayon Shin-chan Movie 03: Unkokusai no Yabou,https://myanimelist.net/anime/6217/Crayon_Shin-chan_Movie_03__Unkokusai_no_Yabou,https://cdn.myanimelist.net/images/anime/1497/94853.jpg,6.941,4797,8315,157,5378,62,163,970,6730,2,Movie,1,Finished Airing,"Apr 15, 1995",,,"TV Asahi, Asatsu DK","None found, add some",Shin-Ei Animation,Manga,"Comedy, Sci-Fi",Seinen,1 hr. 36 min.,G - All Ages
Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,https://myanimelist.net/anime/8367/Crayon_Shin-chan_Movie_16__Chou_Arashi_wo_Yobu_Kinpoko_no_Yuusha,https://cdn.myanimelist.net/images/anime/12/22031.jpg,6.941,4798,8471,148,5206,75,180,844,6453,3,Movie,1,Finished Airing,"Apr 19, 2008",,,"TV Asahi, Futabasha","None found, add some",Shin-Ei Animation,Manga,"Comedy, Ecchi",Seinen,1 hr. 33 min.,G - All Ages
Digimon Tamers: Boukensha-tachi no Tatakai,https://myanimelist.net/anime/3032/Digimon_Tamers__Boukensha-tachi_no_Tatakai,https://cdn.myanimelist.net/images/anime/1886/151065.jpg,6.941,4799,4999,344,18741,247,233,4267,23832,6,Movie,1,Finished Airing,"Jul 14, 2001",,,"None found, add some","Discotek Media, Saban Brands",Toei Animation,Original,"Adventure, Drama, Sci-Fi",,50 min.,PG - Children
Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai Season 2,https://myanimelist.net/anime/59465/Fate_Grand_Order__Fujimaru_Ritsuka_wa_Wakaranai_Season_2,https://cdn.myanimelist.net/images/anime/1412/144623.jpg,6.941,4800,11254,349,989,104,96,1271,2809,3,ONA,26,Finished Airing,"Aug 3, 2024 to Dec 31, 2024",,,INSPION Edge,"None found, add some",DLE,Manga,,,2 min. per ep.,PG-13 - Teens 13 or older
Gunslinger Girl: Il Teatrino OVA,https://myanimelist.net/anime/4765/Gunslinger_Girl__Il_Teatrino_OVA,https://cdn.myanimelist.net/images/anime/12/12641.jpg,6.941,4801,4904,528,15233,424,333,8598,25116,14,OVA,2,Finished Airing,"Oct 24, 2008",,,Marvelous Entertainment,Funimation,Artland,Manga,"Action, Drama, Sci-Fi",,23 min. per ep.,R - 17+ (violence & profanity)
Hyper Police,https://myanimelist.net/anime/1180/Hyper_Police,https://cdn.myanimelist.net/images/anime/1401/119360.jpg,6.941,4802,6322,892,4532,633,671,6438,13166,53,TV,25,Finished Airing,"Apr 4, 1997 to Sep 26, 1997",Spring 1997,Fridays at 01,"Kadokawa Shoten, Marubeni, Nippon Columbia","None found, add some",Studio Pierrot,Manga,"Action, Comedy, Fantasy, Romance, Sci-Fi",,24 min. per ep.,R - 17+ (violence & profanity)
Kachou Ouji,https://myanimelist.net/anime/1025/Kachou_Ouji,https://cdn.myanimelist.net/images/anime/1957/106044.jpg,6.941,4803,4293,1699,10343,1212,1331,19465,34050,131,TV,13,Finished Airing,"Jul 8, 1999 to Oct 7, 1999",Summer 1999,Thursdays at 19,Pioneer LDC,"Discotek Media, Geneon Entertainment USA","AIC, APPP",Original,"Adventure, Comedy, Sci-Fi",,25 min. per ep.,R+ - Mild Nudity
Kawaii dake ja Nai Shikimori-san,https://myanimelist.net/anime/45613/Kawaii_dake_ja_Nai_Shikimori-san,https://cdn.myanimelist.net/images/anime/1995/121695.jpg,6.941,4804,401,88261,284075,24076,72396,140740,609548,5253,TV,12,Finished Airing,"Apr 10, 2022 to Jul 10, 2022",Spring 2022,Sundays at 02,"Kodansha, NBCUniversal Entertainment Japan, ABC Animation","Crunchyroll, Muse Communication",Doga Kobo,Web manga,"Comedy, Romance",,23 min. per ep.,PG-13 - Teens 13 or older
Keppeki Danshi! Aoyama-kun,https://myanimelist.net/anime/34825/Keppeki_Danshi_Aoyama-kun,https://cdn.myanimelist.net/images/anime/9/86644.jpg,6.941,4805,1298,17318,110818,7312,12338,62412,210198,380,TV,12,Finished Airing,"Jul 3, 2017 to Sep 18, 2017",Summer 2017,Sundays at 00,"Sotsu, TMS Entertainment, Pony Canyon, KlockWorx, Tokyo MX, JR East Marketing & Communications",Ponycan USA,Studio Hibari,Manga,"Comedy, Sports",Seinen,23 min. per ep.,PG-13 - Teens 13 or older
Kinnikuman II Sei: Ultimate Muscle,https://myanimelist.net/anime/5967/Kinnikuman_II_Sei__Ultimate_Muscle,https://cdn.myanimelist.net/images/anime/9/22234.jpg,6.941,4806,7436,341,6306,166,333,1776,8922,11,TV,13,Finished Airing,"Apr 8, 2004 to Jul 1, 2004",Spring 2004,Unknown,"None found, add some",Discotek Media,Toei Animation,Manga,"Comedy, Sci-Fi, Sports",,24 min. per ep.,PG-13 - Teens 13 or older
Love Live! School Idol Project Recap,https://myanimelist.net/anime/21853/Love_Live_School_Idol_Project_Recap,https://cdn.myanimelist.net/images/anime/4/57505.jpg,6.941,4807,7096,250,5812,170,254,3556,10042,13,Special,1,Finished Airing,"Dec 25, 2013",,,Lantis,"None found, add some",Sunrise,Other,,,30 min.,PG-13 - Teens 13 or older
Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,https://myanimelist.net/anime/1414/Lupin_III__Tenshi_no_Tactics_-_Yume_no_Kakera_wa_Koroshi_no_Kaori,https://cdn.myanimelist.net/images/anime/10/27604.jpg,6.941,4808,7840,167,4678,126,133,2663,7767,2,TV Special,1,Finished Airing,"Jul 22, 2005",,,"None found, add some",Discotek Media,TMS Entertainment,Manga,"Action, Adventure, Comedy, Mystery",Seinen,1 hr. 32 min.,PG-13 - Teens 13 or older
Mahou Shoujo Ikusei Keikaku,https://myanimelist.net/anime/33003/Mahou_Shoujo_Ikusei_Keikaku,https://cdn.myanimelist.net/images/anime/2/81087.jpg,6.941,4809,1555,11472,87668,5126,8893,59480,172639,787,TV,12,Finished Airing,"Oct 2, 2016 to Dec 18, 2016",Fall 2016,Sundays at 00,"Genco, AT-X, Magic Capsule, flying DOG, Cospa, Toranoana, Medicos Entertainment, Animatic, Highlights Entertainment",Funimation,Lerche,Light novel,"Action, Suspense",,24 min. per ep.,R - 17+ (violence & profanity)
Maria†Holic Alive,https://myanimelist.net/anime/9712/Maria†Holic_Alive,https://cdn.myanimelist.net/images/anime/6/78775.jpg,6.941,4810,2913,3972,40246,3251,3708,18545,69722,72,TV,12,Finished Airing,"Apr 8, 2011 to Jun 24, 2011",Spring 2011,Unknown,"TV Tokyo Music, Omnibus Promotion",Sentai Filmworks,Shaft,Manga,"Comedy, Girls Love",Seinen,23 min. per ep.,PG-13 - Teens 13 or older
Metal Fight Beyblade,https://myanimelist.net/anime/5962/Metal_Fight_Beyblade,https://cdn.myanimelist.net/images/anime/13/21387.jpg,6.941,4811,2282,3283,88353,1880,3260,6247,103023,504,TV,51,Finished Airing,"Apr 5, 2009 to Mar 28, 2010",Spring 2009,Sundays at 08,"TV Tokyo, d-rights",Nelvana,Tatsunoko Production,Manga,"Adventure, Comedy, Sports",Kids,25 min. per ep.,PG - Children
Nanatsu no Taizai: Seisen no Shirushi,https://myanimelist.net/anime/31722/Nanatsu_no_Taizai__Seisen_no_Shirushi,https://cdn.myanimelist.net/images/anime/13/79331.jpg,6.941,4812,295,17389,668070,4313,7172,65812,762756,827,TV,4,Finished Airing,"Aug 28, 2016 to Sep 18, 2016",Summer 2016,Sundays at 17,"Aniplex, Dentsu, Mainichi Broadcasting System, Kodansha, Movic","None found, add some",A-1 Pictures,Manga,"Action, Adventure, Fantasy",Shounen,24 min. per ep.,PG-13 - Teens 13 or older
Onegai My Melody Sukkiri♪,https://myanimelist.net/anime/5520/Onegai_My_Melody_Sukkiri♪,https://cdn.myanimelist.net/images/anime/10/23593.jpg,6.941,4813,9821,262,1527,205,264,2061,4319,13,TV,52,Finished Airing,"Apr 1, 2007 to Mar 24, 2008",Spring 2007,Sundays at 09,Sanrio,"None found, add some",Studio Comet,Unknown,"Comedy, Fantasy",,10 min. per ep.,PG - Children
Overman King Gainer,https://myanimelist.net/anime/1792/Overman_King_Gainer,https://cdn.myanimelist.net/images/anime/5/44135.jpg,6.941,4814,5924,1031,5382,791,792,7581,15577,49,TV,26,Finished Airing,"Sep 7, 2002 to Mar 22, 2003",Fall 2002,Saturdays at 19,"Bandai Visual, WOWOW","Bandai Entertainment, Sentai Filmworks, Discotek Media",Sunrise,Original,"Adventure, Sci-Fi",,25 min. per ep.,PG-13 - Teens 13 or older
Renkin San-kyuu Magical? Pokaan,https://myanimelist.net/anime/941/Renkin_San-kyuu_Magical_Pokaan,https://cdn.myanimelist.net/images/anime/6/75229.jpg,6.941,4815,4170,2335,13884,1413,1537,16794,35963,144,TV,12,Finished Airing,"Apr 5, 2006 to Jun 21, 2006",Spring 2006,Wednesdays at 01,"Genco, Lantis, Media Factory","None found, add some",Remic,Original,"Comedy, Ecchi",,23 min. per ep.,R+ - Mild Nudity
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,https://myanimelist.net/anime/52461/Rougo_ni_Sonaete_Isekai_de_8-manmai_no_Kinka_wo_Tamemasu,https://cdn.myanimelist.net/images/anime/1890/131473.jpg,6.941,4816,2133,10484,73600,2313,7380,20887,114664,342,TV,12,Finished Airing,"Jan 8, 2023 to Mar 26, 2023",Winter 2023,Sundays at 02,"Kodansha, Crunchyroll, ABC Animation, DMM.com, A-Sketch, ADK Marketing Solutions, Sankyo","None found, add some",Felix Film,Light novel,,,23 min. per ep.,PG-13 - Teens 13 or older
Sakura Trick,https://myanimelist.net/anime/20047/Sakura_Trick,https://cdn.myanimelist.net/images/anime/2/56189.jpg,6.941,4817,1001,15627,153773,9442,17390,77733,273965,1527,TV,12,Finished Airing,"Jan 10, 2014 to Mar 28, 2014",Winter 2014,Fridays at 01,"Pony Canyon, TBS, Memory-Tech, Houbunsha",Sentai Filmworks,Studio Deen,4-koma manga,"Comedy, Girls Love",Seinen,24 min. per ep.,PG-13 - Teens 13 or older
Seiyuu Radio no Uraomote,https://myanimelist.net/anime/53912/Seiyuu_Radio_no_Uraomote,https://cdn.myanimelist.net/images/anime/1253/141796.jpg,6.941,4818,3229,6925,22541,1877,4020,22243,57606,177,TV,12,Finished Airing,"Apr 10, 2024 to Jun 26, 2024",Spring 2024,Wednesdays at 21,"Movic, AT-X, Nippon Columbia, KlockWorx, Studio Mausu, BS NTV, Kadokawa, Happinet Phantom Studios, Studio Tenjin, REAL-T","None found, add some",Connect,Light novel,"Comedy, Drama",,23 min. per ep.,PG-13 - Teens 13 or older
Senki Zesshou Symphogear GX: Senki Zesshou Shinai Symphogear,https://myanimelist.net/anime/32151/Senki_Zesshou_Symphogear_GX__Senki_Zesshou_Shinai_Symphogear,https://cdn.myanimelist.net/images/anime/8/77264.jpg,6.941,4819,7819,322,4761,138,153,2448,7822,6,Special,4,Finished Airing,"Nov 25, 2015 to Feb 24, 2016",,,Starchild Records,Discotek Media,Satelight,Original,"Comedy, Sci-Fi",,7 min. per ep.,PG-13 - Teens 13 or older
SF Saiyuuki Starzinger,https://myanimelist.net/anime/1236/SF_Saiyuuki_Starzinger,https://cdn.myanimelist.net/images/anime/8/45698.jpg,6.941,4820,10456,252,1486,245,319,1235,3537,22,TV,73,Finished Airing,"Apr 2, 1978 to Aug 26, 1979",Spring 1978,Sundays at 19,"None found, add some","None found, add some",Toei Animation,Original,"Adventure, Sci-Fi",,25 min. per ep.,G - All Ages
Shiye Mowang,https://myanimelist.net/anime/60821/Shiye_Mowang,https://cdn.myanimelist.net/images/anime/1902/147674.jpg,6.941,4821,9999,955,681,176,239,2028,4079,17,ONA,26,Finished Airing,"Feb 5, 2025 to Jun 27, 2025",,,Tencent Video,"None found, add some",Skyloong,Web novel,"Comedy, Fantasy, Romance",,14 min. per ep.,PG-13 - Teens 13 or older
Soukyuu no Fafner: Dead Aggressor - Exodus Special,https://myanimelist.net/anime/32034/Soukyuu_no_Fafner__Dead_Aggressor_-_Exodus_Special,https://cdn.myanimelist.net/images/anime/9/77029.jpg,6.941,4822,11893,182,958,49,109,1057,2355,2,Special,1,Finished Airing,"Feb 4, 2015",,,Mainichi Broadcasting System,"None found, add some",I.Gzwei,Original,"Drama, Sci-Fi",,35 min.,PG-13 - Teens 13 or older
Starmyu 3rd Season,https://myanimelist.net/anime/36536/Starmyu_3rd_Season,https://cdn.myanimelist.net/images/anime/1663/99834.jpg,6.941,4823,6787,823,4857,298,484,4656,11118,35,TV,12,Finished Airing,"Jul 1, 2019 to Sep 16, 2019",Summer 2019,Mondays at 22,NBCUniversal Entertainment Japan,"None found, add some",C-Station,Original,,,23 min. per ep.,PG-13 - Teens 13 or older
Strike the Blood II,https://myanimelist.net/anime/33286/Strike_the_Blood_II,https://cdn.myanimelist.net/images/anime/1600/111675.jpg,6.941,4824,1316,13575,134036,5272,4741,49062,206686,231,OVA,8,Finished Airing,"Nov 23, 2016 to May 24, 2017",,,"Movic, Warner Bros. Japan, KlockWorx, ASCII Media Works, Hakuhodo DY Music & Pictures","None found, add some","SILVER LINK., Connect",Light novel,"Action, Fantasy, Ecchi",,25 min. per ep.,R+ - Mild Nudity
Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,https://myanimelist.net/anime/6312/Taiho_Shichau_zo__Full_Throttle_-_Watashitachi_no_Iru_Basho,https://cdn.myanimelist.net/images/anime/9/22541.jpg,6.941,4825,10047,170,2031,106,95,1635,4037,1,Special,1,Finished Airing,"Aug 22, 2008",,,TBS,Sentai Filmworks,Studio Deen,Manga,"Action, Comedy",Seinen,23 min.,PG-13 - Teens 13 or older
Taiyou no Yuusha Fighbird,https://myanimelist.net/anime/4532/Taiyou_no_Yuusha_Fighbird,https://cdn.myanimelist.net/images/anime/3/31133.jpg,6.941,4826,9523,285,1360,185,212,2695,4737,12,TV,48,Finished Airing,"Feb 2, 1991 to Feb 1, 1992",Winter 1991,Unknown,"Nagoya Broadcasting Network, Tokyu Agency","None found, add some",Sunrise,Original,,,23 min. per ep.,G - All Ages
The iDOLM@STER Million Live!,https://myanimelist.net/anime/42385/The_iDOLMSTER_Million_Live,https://cdn.myanimelist.net/images/anime/1574/132732.jpg,6.941,4827,6672,922,3776,293,598,6053,11642,54,TV,12,Finished Airing,"Oct 8, 2023 to Dec 24, 2023",Fall 2023,Sundays at 10,"Lantis, Bandai Namco Entertainment, Bic Studio","None found, add some",Shirogumi,Game,,,24 min. per ep.,PG-13 - Teens 13 or older
Yeon-aejehanguyeog,https://myanimelist.net/anime/58783/Yeon-aejehanguyeog,https://cdn.myanimelist.net/images/anime/1321/142828.jpg,6.941,4828,10663,289,1760,37,69,1178,3333,16,ONA,10,Finished Airing,"Dec 29, 2023 to Feb 2, 2024",,,Laftel,"None found, add some","None found, add some",Web manga,,,5 min. per ep.,PG-13 - Teens 13 or older
ReLIFE: Kanketsu-hen Specials,https://myanimelist.net/anime/37921/ReLIFE__Kanketsu-hen_Specials,https://cdn.myanimelist.net/images/anime/1563/93020.jpg,6.931,4829,4755,691,17712,339,273,8185,27200,26,Special,2,Finished Airing,"Mar 21, 2018",,,"None found, add some","None found, add some",TMS Entertainment,Web manga,,,2 min. per ep.,PG-13 - Teens 13 or older
Shin Koihime†Musou: Otome Tairan,https://myanimelist.net/anime/8057/Shin_Koihime†Musou__Otome_Tairan,https://cdn.myanimelist.net/images/anime/1146/129470.jpg,6.931,4830,5146,1201,12283,615,572,7676,22347,24,TV,12,Finished Airing,"Mar 26, 2010 to Jun 17, 2010",Spring 2010,Unknown,Jumondou,Sentai Filmworks,Doga Kobo,Visual novel,"Action, Adventure, Comedy, Ecchi",,25 min. per ep.,R+ - Mild Nudity
Shishigari,https://myanimelist.net/anime/59773/Shishigari,https://cdn.myanimelist.net/images/anime/1232/145361.jpg,6.931,4831,15855,30,356,20,22,354,782,1,Movie,1,Finished Airing,"Nov 3, 2019",,,"None found, add some","None found, add some",Studio DURIAN,Original,"Adventure, Suspense",,16 min.,PG-13 - Teens 13 or older
Strike the Blood IV,https://myanimelist.net/anime/40485/Strike_the_Blood_IV,https://cdn.myanimelist.net/images/anime/1692/116875.jpg,6.931,4832,2416,12841,37187,3677,2630,38085,94420,184,OVA,12,Finished Airing,"Apr 8, 2020 to Jun 30, 2021",,,"Movic, Magic Capsule, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Kadokawa","None found, add some",Connect,Light novel,"Action, Fantasy, Ecchi",,25 min. per ep.,R+ - Mild Nudity
Strike Witches,https://myanimelist.net/anime/3667/Strike_Witches,https://cdn.myanimelist.net/images/anime/13/75524.jpg,6.931,4833,1493,9304,90634,5613,10755,64213,180519,1098,TV,12,Finished Airing,"Jul 4, 2008 to Sep 19, 2008",Summer 2008,Fridays at 01,"GDH, Kadokawa Shoten, KlockWorx, NTT Docomo",Funimation,Gonzo,Original,"Action, Sci-Fi, Ecchi",,24 min. per ep.,R+ - Mild Nudity
Sugar Sugar Rune: Les deux sorcières,https://myanimelist.net/anime/61997/Sugar_Sugar_Rune__Les_deux_sorcières,https://cdn.myanimelist.net/images/anime/1182/150986.jpg,6.921,4908,13113,89,729,21,53,731,1623,3,ONA,1,Finished Airing,"Jul 5, 2025",,,"None found, add some","None found, add some",Khara,Manga,,Shoujo,6 min.,PG - Children
Sword Art Online: Alicization - War of Underworld Recap,https://myanimelist.net/anime/41341/Sword_Art_Online__Alicization_-_War_of_Underworld_Recap,https://cdn.myanimelist.net/images/anime/1946/106255.jpg,6.931,4834,4252,1110,20917,394,712,11510,34643,63,TV Special,1,Finished Airing,"Jul 4, 2020",,,Egg Firm,Aniplex of America,A-1 Pictures,Light novel,"Action, Adventure, Fantasy",,24 min.,PG-13 - Teens 13 or older
Uchi Tama?! Uchi no Tama Shirimasen ka?,https://myanimelist.net/anime/39942/Uchi_Tama_Uchi_no_Tama_Shirimasen_ka,https://cdn.myanimelist.net/images/anime/1624/103162.jpg,6.931,4835,4840,2613,8721,1060,2641,10928,25963,79,TV,11,Finished Airing,"Jan 10, 2020 to Mar 20, 2020",Winter 2020,Fridays at 00,"Aniplex, Dentsu, Fuji TV, Sony Creative Products",Aniplex of America,"MAPPA, Lapin Track",Original,,,23 min. per ep.,PG-13 - Teens 13 or older
Uchuu Senkan Yamato: Fukkatsu-hen,https://myanimelist.net/anime/7144/Uchuu_Senkan_Yamato__Fukkatsu-hen,https://cdn.myanimelist.net/images/anime/7/83052.jpg,6.931,4836,9249,198,2542,103,124,2197,5164,7,Movie,1,Finished Airing,"Dec 12, 2009",,,TOHO,"None found, add some","None found, add some",Original,"Action, Adventure, Drama, Sci-Fi",,2 hr. 14 min.,PG-13 - Teens 13 or older
Uma Musume: Pretty Derby - 1st Anniversary Special Animation,https://myanimelist.net/anime/51225/Uma_Musume__Pretty_Derby_-_1st_Anniversary_Special_Animation,https://cdn.myanimelist.net/images/anime/1424/121398.jpg,6.931,4837,7786,422,5114,104,111,2164,7915,5,Special,1,Finished Airing,"Feb 22, 2022",,,"None found, add some","None found, add some",Studio KAI,Game,"Comedy, Sports",,7 min.,PG-13 - Teens 13 or older
Wangu Kuang Di,https://myanimelist.net/anime/57613/Wangu_Kuang_Di,https://cdn.myanimelist.net/images/anime/1650/140573.jpg,6.931,4838,14015,365,513,43,105,237,1263,7,ONA,20,Finished Airing,"Jan 1, 2024 to Apr 29, 2024",,,Youku,"None found, add some",Ruo Hong Culture,Original,"Action, Adventure, Fantasy",,16 min. per ep.,PG-13 - Teens 13 or older
Wu Geng Ji 4th Season,https://myanimelist.net/anime/49398/Wu_Geng_Ji_4th_Season,https://cdn.myanimelist.net/images/anime/1875/116414.jpg,6.931,4839,12625,448,713,74,119,538,1892,13,ONA,24,Finished Airing,"Jul 22, 2021 to Dec 23, 2021",,,Tencent Video,"None found, add some",Sparkly Key Animation Studio,Manga,"Action, Fantasy",,17 min. per ep.,PG-13 - Teens 13 or older
Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's,https://myanimelist.net/anime/5298/Yu☆Gi☆Oh_5Ds__Shinkasuru_Kettou_Stardust_vs_Red_Demons,https://cdn.myanimelist.net/images/anime/8/10786.jpg,6.931,4840,6765,289,7860,140,219,2730,11238,7,Special,1,Finished Airing,"Sep 21, 2008 to Nov 23, 2008",,,"None found, add some","None found, add some",Gallop,Manga,"Fantasy, Sci-Fi",,28 min.,PG-13 - Teens 13 or older
Yu☆Gi☆Oh! Zexal Second,https://myanimelist.net/anime/15489/Yu☆Gi☆Oh_Zexal_Second,https://cdn.myanimelist.net/images/anime/5/43491.jpg,6.931,4841,3733,2458,30846,1486,1853,8208,44851,261,TV,73,Finished Airing,"Oct 7, 2012 to Mar 23, 2014",Fall 2012,Sundays at 17,"TV Tokyo, Nihon Ad Systems, Konami Cross Media NY","None found, add some",Gallop,Manga,"Action, Fantasy",Shounen,23 min. per ep.,PG-13 - Teens 13 or older
Appleseed Alpha,https://myanimelist.net/anime/22677/Appleseed_Alpha,https://cdn.myanimelist.net/images/anime/1519/148684.jpg,6.931,4842,5351,498,14246,224,222,5172,20362,36,Movie,1,Finished Airing,"Jan 17, 2015",,,"Sony Pictures Entertainment, Aniplex, Lucent Pictures Entertainment",Sony Pictures Worldwide Acquisitions,Sola Digital Arts,Manga,"Adventure, Sci-Fi",Seinen,1 hr. 33 min.,R - 17+ (violence & profanity)
Aru Nihon no Ekaki Shounen,https://myanimelist.net/anime/48992/Aru_Nihon_no_Ekaki_Shounen,https://cdn.myanimelist.net/images/anime/1564/114969.jpg,6.931,4843,13278,64,806,23,65,587,1545,4,Movie,1,Finished Airing,"Mar 2, 2019",,,"None found, add some","None found, add some",Nekonigashi Inc.,Original,"Avant Garde, Award Winning, Comedy",,21 min.,R+ - Mild Nudity
Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,https://myanimelist.net/anime/31298/Baka_to_Test_to_Shoukanjuu__Matsuri_-_Sentakushi_Ikou_nomi,https://cdn.myanimelist.net/images/anime/11/75276.jpg,6.931,4844,6104,426,9379,296,274,3982,14357,10,Special,6,Finished Airing,"Feb 23, 2011 to Mar 30, 2011",,,"None found, add some","None found, add some",SILVER LINK.,Light novel,,,3 min. per ep.,PG-13 - Teens 13 or older
Bocchi the Rock!: Gotou Futari no Onee-chan Kansatsu Nikki,https://myanimelist.net/anime/59806/Bocchi_the_Rock__Gotou_Futari_no_Onee-chan_Kansatsu_Nikki,https://cdn.myanimelist.net/images/anime/1589/145448.jpg,6.931,4845,11378,175,961,93,68,1423,2720,5,TV Special,1,Finished Airing,"Dec 24, 2022",,,"None found, add some","None found, add some",CloverWorks,4-koma manga,,,23 min.,PG-13 - Teens 13 or older
Chobits Recap,https://myanimelist.net/anime/1311/Chobits_Recap,https://cdn.myanimelist.net/images/anime/10/22857.jpg,6.931,4846,4011,447,31698,337,356,6213,39051,43,Special,1,Finished Airing,"Feb 21, 2003",,,"None found, add some","Funimation, Geneon Entertainment USA",Madhouse,Manga,"Comedy, Drama, Romance, Sci-Fi, Ecchi",,24 min.,PG-13 - Teens 13 or older
Danganronpa 3: Monokuma Gekijou,https://myanimelist.net/anime/37103/Danganronpa_3__Monokuma_Gekijou,https://cdn.myanimelist.net/images/anime/8/90004.jpg,6.931,4847,4399,940,18098,466,389,12189,32082,76,Special,3,Finished Airing,"Oct 27, 2016 to Dec 21, 2016",,,"None found, add some","None found, add some",Lerche,Visual novel,,,3 min. per ep.,PG-13 - Teens 13 or older
Dekin no Mogura,https://myanimelist.net/anime/60315/Dekin_no_Mogura,https://cdn.myanimelist.net/images/anime/1154/149311.jpg,6.931,4848,5202,3142,6046,524,2513,9526,21751,64,TV,12,Finished Airing,"Jul 7, 2025 to Sep 22, 2025",Summer 2025,Mondays at 22,"Kodansha, Tokyo MX, Avex Pictures, BS11, Crunchyroll, A-Sketch, arma bianca","None found, add some",Brain's Base,Manga,"Comedy, Mystery, Supernatural",Seinen,23 min. per ep.,PG-13 - Teens 13 or older
Devils Line: Anytime Anywhere,https://myanimelist.net/anime/37997/Devils_Line__Anytime_Anywhere,https://cdn.myanimelist.net/images/anime/1471/93329.jpg,6.931,4849,4845,1270,15744,373,290,8227,25904,33,OVA,1,Finished Airing,"Aug 23, 2018",,,"None found, add some","None found, add some",Platinum Vision,Manga,"Action, Drama, Romance, Supernatural",Seinen,26 min.,R - 17+ (violence & profanity)
Ensemble Stars!,https://myanimelist.net/anime/32212/Ensemble_Stars,https://cdn.myanimelist.net/images/anime/1804/107203.jpg,6.931,4850,3429,5853,15377,3069,4149,23622,52070,685,TV,24,Finished Airing,"Jul 7, 2019 to Dec 22, 2019",Summer 2019,Sundays at 22,"Frontier Works, Movic, Happy Elements, Bandai Namco Arts",Funimation,David Production,Game,,,23 min. per ep.,PG-13 - Teens 13 or older
Furusato Saisei: Nippon no Mukashibanashi,https://myanimelist.net/anime/13163/Furusato_Saisei__Nippon_no_Mukashibanashi,https://cdn.myanimelist.net/images/anime/11/82364.jpg,6.931,4851,6727,2276,874,1882,1824,4508,11364,29,TV,258,Finished Airing,"Apr 1, 2012 to Mar 26, 2017",Spring 2012,Sundays at 09,"TV Tokyo, Sony Music Entertainment, Peter Pan Creation","None found, add some",Tomason,Other,,Kids,24 min. per ep.,G - All Ages
gdgd Fairies 2,https://myanimelist.net/anime/16726/gdgd_Fairies_2,https://cdn.myanimelist.net/images/anime/10/45350.jpg,6.931,4852,10708,396,1940,101,237,603,3277,27,TV,12,Finished Airing,"Jan 10, 2013 to Mar 28, 2013",Winter 2013,Unknown,"Strawberry Meets Pictures, Bouncy","None found, add some","None found, add some",Original,"Comedy, Fantasy",,15 min. per ep.,PG - Children
Hakumei no Tsubasa: Expansion - Hoshi no Matsuri,https://myanimelist.net/anime/43568/Hakumei_no_Tsubasa__Expansion_-_Hoshi_no_Matsuri,https://cdn.myanimelist.net/images/anime/1648/110089.jpg,6.931,4853,8183,124,5798,50,88,943,7003,2,ONA,1,Finished Airing,"Nov 5, 2020",,,Soranone,"None found, add some",Studio Colorido,Game,,Kids,6 min.,PG - Children
Hoshi no Kirby,https://myanimelist.net/anime/2390/Hoshi_no_Kirby,https://cdn.myanimelist.net/images/anime/9/22184.jpg,6.931,4854,4098,2197,20885,2871,4186,7098,37237,392,TV,100,Finished Airing,"Oct 6, 2001 to Sep 27, 2003",Fall 2001,Saturdays at 19,"CBC Television, Nintendo",4Kids Entertainment,Studio Sign,Game,"Action, Adventure, Comedy, Fantasy",,24 min. per ep.,PG - Children
Hua Jianghu: Tiangang,https://myanimelist.net/anime/57480/Hua_Jianghu__Tiangang,https://cdn.myanimelist.net/images/anime/1891/140224.jpg,6.931,4855,18917,41,161,19,58,153,432,1,ONA,1,Finished Airing,"Dec 29, 2023",,,Tencent Video,"None found, add some",Rocen,Original,"Action, Adventure, Fantasy",,1 hr. 41 min.,PG-13 - Teens 13 or older
Jintian Kaishi Zuo Mingxing,https://myanimelist.net/anime/40969/Jintian_Kaishi_Zuo_Mingxing,https://cdn.myanimelist.net/images/anime/1623/105487.jpg,6.931,4856,10086,488,1186,138,189,1996,3997,27,ONA,13,Finished Airing,"Dec 27, 2019 to Mar 20, 2020",,,"TMS Entertainment, Bushiroad Move",iQIYI,ASK Animation Studio,Manga,,,23 min. per ep.,PG-13 - Teens 13 or older
