rank,title,score,url,thumbnail
3928,Fanpai Chushihua,7.12,https://myanimelist.net/anime/58476/Fanpai_Chushihua,https://cdn.myanimelist.net/r/50x70/images/anime/1025/142135.jpg?s=d3786ec59c14103820228fde40d4d90a
3929,Fantasy Bishoujo Juniku Ojisan to,7.12,https://myanimelist.net/anime/48997/Fantasy_Bishoujo_Juniku_Ojisan_to,https://cdn.myanimelist.net/r/50x70/images/anime/1430/120065.jpg?s=95a01434bc8163a7788b70b7ed286f7e
3930,Fushigi Yuugi OVA,7.12,https://myanimelist.net/anime/380/Fushigi_Yuugi_OVA,https://cdn.myanimelist.net/r/50x70/images/anime/1171/92443.jpg?s=c5dba1bc3e27034e2dd322b0494b803d
3931,Futari wa Precure,7.12,https://myanimelist.net/anime/603/Futari_wa_Precure,https://cdn.myanimelist.net/r/50x70/images/anime/1512/142456.jpg?s=4d5997e835442b3ff99239f5914eac36
3932,GA: Geijutsuka Art Design Class,7.12,https://myanimelist.net/anime/5670/GA__Geijutsuka_Art_Design_Class,https://cdn.myanimelist.net/r/50x70/images/anime/7/56975.jpg?s=d4a5b93062bce51a2c69d1b4590b6934
3933,Gaiking: Legend of Daiku-Maryu,7.12,https://myanimelist.net/anime/1845/Gaiking__Legend_of_Daiku-Maryu,https://cdn.myanimelist.net/r/50x70/images/anime/13/74215.jpg?s=3f2c06fb8bc512b8d26f31e6d1896e6e
3934,Garo: Vanishing Line,7.12,https://myanimelist.net/anime/36144/Garo__Vanishing_Line,https://cdn.myanimelist.net/r/50x70/images/anime/10/88236.jpg?s=ba9ad5cc69cd96f811a3cc71a8b5495b
3935,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,7.12,https://myanimelist.net/anime/33025/Ginga_Kikoutai_Majestic_Prince_Movie__Kakusei_no_Idenshi,https://cdn.myanimelist.net/r/50x70/images/anime/4/82164.jpg?s=cc9ecf5576f6c12944fbf6bac064897b
3936,Gyakusatsu Kikan,7.12,https://myanimelist.net/anime/23279/Gyakusatsu_Kikan,https://cdn.myanimelist.net/r/50x70/images/anime/12/83309.jpg?s=86bf75ef10c263b4e1358c5d3488f46d
3937,Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,7.12,https://myanimelist.net/anime/53438/Higeki_no_Genkyou_to_Naru_Saikyou_Gedou_Last_Boss_Joou_wa_Tami_no_Tame_ni_Tsukushimasu,https://cdn.myanimelist.net/r/50x70/images/anime/1722/135542.jpg?s=47efc32bdfa47a042b9973e1e2620487
3938,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,7.12,https://myanimelist.net/anime/2899/Higurashi_no_Naku_Koro_ni_Special__Nekogoroshi-hen,https://cdn.myanimelist.net/r/50x70/images/anime/1492/118476.jpg?s=6552612cc4de5b699f72bf4294c6a288
3939,Houkago Shounen Hanako-kun,7.12,https://myanimelist.net/anime/56425/Houkago_Shounen_Hanako-kun,https://cdn.myanimelist.net/r/50x70/images/anime/1530/138031.jpg?s=2a0494844b3353307e15b7781621189a
3940,Houkago Shounen Hanako-kun Part 2,7.12,https://myanimelist.net/anime/57102/Houkago_Shounen_Hanako-kun_Part_2,https://cdn.myanimelist.net/r/50x70/images/anime/1910/144517.jpg?s=83caa9c29832a8eaf26684f8da5226d0
3941,Huo Feng Liao Yuan Er,7.12,https://myanimelist.net/anime/60558/Huo_Feng_Liao_Yuan_Er,https://cdn.myanimelist.net/r/50x70/images/anime/1222/153854.jpg?s=f867994fa8a7140405c0813d905f45b2
3942,Ixion Saga DT,7.12,https://myanimelist.net/anime/14765/Ixion_Saga_DT,https://cdn.myanimelist.net/r/50x70/images/anime/8/42863.jpg?s=5d0b6907b1b4f703c2f8739bce7bcc94
3943,Kaginado,7.12,https://myanimelist.net/anime/48775/Kaginado,https://cdn.myanimelist.net/r/50x70/images/anime/1558/118634.jpg?s=43982503435ab0ed27a09196744152d8
3944,Kakumeiki Valvrave,7.12,https://myanimelist.net/anime/16668/Kakumeiki_Valvrave,https://cdn.myanimelist.net/r/50x70/images/anime/3/49251.jpg?s=d42a47e6399036250ce8715f045354fa
3945,"Kekkon suru tte, Hontou desu ka",7.12,https://myanimelist.net/anime/55887/Kekkon_suru_tte_Hontou_desu_ka,https://cdn.myanimelist.net/r/50x70/images/anime/1123/154179.jpg?s=bf90ecea58eec7e7d2cdc4ee9b4e9bfa
3946,Kenran Butou Sai: The Mars Daybreak,7.12,https://myanimelist.net/anime/1086/Kenran_Butou_Sai__The_Mars_Daybreak,https://cdn.myanimelist.net/r/50x70/images/anime/9/74046.jpg?s=0a6d461ad3b9a5e1e360951315e305c8
3947,Kidou Senshi Gundam SEED C.E. 73: Stargazer,7.12,https://myanimelist.net/anime/1215/Kidou_Senshi_Gundam_SEED_CE_73__Stargazer,https://cdn.myanimelist.net/r/50x70/images/anime/1013/91082.jpg?s=d634c73dff0a558f21ecb20f3d3c2e11
3948,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,7.12,https://myanimelist.net/anime/32376/Kindaichi_Shounen_no_Jikenbo_Returns_2nd_Season__Akechi_Keibu_no_Jikenbo,https://cdn.myanimelist.net/r/50x70/images/anime/9/77703.jpg?s=e3a17deb7fd055a111b8de3fdba31f08
3949,Kingyo Chuuihou!,7.12,https://myanimelist.net/anime/727/Kingyo_Chuuihou,https://cdn.myanimelist.net/r/50x70/images/anime/13/26657.jpg?s=8cf58c466661bac6d21dd7115a5f584f
3950,Kiratto Pri☆chan,7.12,https://myanimelist.net/anime/37178/Kiratto_Pri☆chan,https://cdn.myanimelist.net/r/50x70/images/anime/1628/95071.jpg?s=5cb24ab512e29fb01c75226786cb2d74
3951,Kuromukuro,7.12,https://myanimelist.net/anime/32245/Kuromukuro,https://cdn.myanimelist.net/r/50x70/images/anime/12/82281.jpg?s=d6782f4796dca3717dcfd47032e1dadf
3952,Kuroshitsuji II,7.12,https://myanimelist.net/anime/6707/Kuroshitsuji_II,https://cdn.myanimelist.net/r/50x70/images/anime/4/50499.jpg?s=0024cf30f052ec2e793e426451b412f5
3953,Kyousou Giga (2012),7.12,https://myanimelist.net/anime/15359/Kyousou_Giga_2012,https://cdn.myanimelist.net/r/50x70/images/anime/12/41893.jpg?s=99236108c61b9d2a15b6626036e71fdb
3954,Kyuuketsuhime Miyu (TV),7.12,https://myanimelist.net/anime/690/Kyuuketsuhime_Miyu_TV,https://cdn.myanimelist.net/r/50x70/images/anime/1427/134363.jpg?s=ba4c6a19290bb2775e734583dc5cb3c2
3955,Levius,7.12,https://myanimelist.net/anime/39574/Levius,https://cdn.myanimelist.net/r/50x70/images/anime/1329/116479.jpg?s=8b075bae8b624ce333a224d95e6f2151
3956,Long She Yanyi,7.12,https://myanimelist.net/anime/50544/Long_She_Yanyi,https://cdn.myanimelist.net/r/50x70/images/anime/1789/122655.jpg?s=9039f839886a929a32b71d00f16bf05f
3957,Macross 7,7.12,https://myanimelist.net/anime/1397/Macross_7,https://cdn.myanimelist.net/r/50x70/images/anime/1740/98831.jpg?s=e70fe4339bcaa853ad7a5ec9b535c26b
3958,Mahoromatic: Motto Utsukushii Mono,7.12,https://myanimelist.net/anime/277/Mahoromatic__Motto_Utsukushii_Mono,https://cdn.myanimelist.net/r/50x70/images/anime/1367/98136.jpg?s=b52cb4c11b745b935a48dfa47f8fd14b
3959,Maison Ikkoku: Kanketsu-hen,7.12,https://myanimelist.net/anime/2460/Maison_Ikkoku__Kanketsu-hen,https://cdn.myanimelist.net/r/50x70/images/anime/1571/135332.jpg?s=c570652466c50c65afd0a45a5e5102ad
3960,Meitantei Conan: Keisatsu Gakkou-hen Wild Police Story - Case. Furuya Rei,7.12,https://myanimelist.net/anime/54864/Meitantei_Conan__Keisatsu_Gakkou-hen_Wild_Police_Story_-_Case_Furuya_Rei,https://cdn.myanimelist.net/r/50x70/images/anime/1039/140414.jpg?s=ee2dd5133797d8092de877e8c33359a5
3961,Minky Momo in Yume ni Kakeru Hashi,7.12,https://myanimelist.net/anime/3462/Minky_Momo_in_Yume_ni_Kakeru_Hashi,https://cdn.myanimelist.net/r/50x70/images/anime/7/78351.jpg?s=30ce9c7f225d66ad72b201b454f631e8
3962,One Piece: Jango no Dance Carnival,7.12,https://myanimelist.net/anime/2385/One_Piece__Jango_no_Dance_Carnival,https://cdn.myanimelist.net/r/50x70/images/anime/1691/140427.jpg?s=f5637d854a7c7f9add07ed642d525634
3963,Onmyou Taisenki,7.12,https://myanimelist.net/anime/613/Onmyou_Taisenki,https://cdn.myanimelist.net/r/50x70/images/anime/1971/100952.jpg?s=b1a0866dccb4b055570dbd2e2df63077
3964,Ookiku Furikabutte: Natsu no Scorebook,7.12,https://myanimelist.net/anime/8423/Ookiku_Furikabutte__Natsu_no_Scorebook,https://cdn.myanimelist.net/r/50x70/images/anime/9/22178.jpg?s=f9a274bf14bc6e82c11368ed7c0b97a4
3965,Puchimas!: Petit iDOLM@STER,7.12,https://myanimelist.net/anime/15649/Puchimas__Petit_iDOLMSTER,https://cdn.myanimelist.net/r/50x70/images/anime/6/44680.jpg?s=a2b492997d5980f2ead642c30c123eb0
3966,Quanzhi Fashi VI,7.12,https://myanimelist.net/anime/49572/Quanzhi_Fashi_VI,https://cdn.myanimelist.net/r/50x70/images/anime/1675/135798.jpg?s=40285923ea28ec5d155ea57cdd1770e2
3967,Shen Mu 2nd Season,7.12,https://myanimelist.net/anime/59434/Shen_Mu_2nd_Season,https://cdn.myanimelist.net/r/50x70/images/anime/1527/144555.jpg?s=4d9fc120e82ff2a1c8c7541fc4ca86c9
3968,Shi Ye Miao Yin,7.12,https://myanimelist.net/anime/44411/Shi_Ye_Miao_Yin,https://cdn.myanimelist.net/r/50x70/images/anime/1429/110608.jpg?s=f7be8c1ded10ca86277ef8e5039ce53f
3969,Shikioriori,7.12,https://myanimelist.net/anime/37396/Shikioriori,https://cdn.myanimelist.net/r/50x70/images/anime/1529/93093.jpg?s=8bb69cbf4b89b9b6ab0275e6d29c3322
3970,Shin Tennis no Oujisama: Hyoutei vs. Rikkai - Game of Future,7.12,https://myanimelist.net/anime/41842/Shin_Tennis_no_Oujisama__Hyoutei_vs_Rikkai_-_Game_of_Future,https://cdn.myanimelist.net/r/50x70/images/anime/1382/116955.jpg?s=65effe2c6d3f39b9d39e0888f1b507cc
3971,Sorairo Utility (TV),7.12,https://myanimelist.net/anime/58066/Sorairo_Utility_TV,https://cdn.myanimelist.net/r/50x70/images/anime/1909/146787.jpg?s=c8c3421452339751ee3b68dc09dda363
3972,Synduality: Noir Part 2,7.12,https://myanimelist.net/anime/56731/Synduality__Noir_Part_2,https://cdn.myanimelist.net/r/50x70/images/anime/1189/140511.jpg?s=5bc557445515005fcba7c712846defeb
3973,The iDOLM@STER SideM,7.12,https://myanimelist.net/anime/34915/The_iDOLMSTER_SideM,https://cdn.myanimelist.net/r/50x70/images/anime/3/88467.jpg?s=7c1a41cdcbe1350831bfd4d593147b29
3974,Tokyo Marble Chocolate,7.12,https://myanimelist.net/anime/3088/Tokyo_Marble_Chocolate,https://cdn.myanimelist.net/r/50x70/images/anime/8/50455.jpg?s=4845860551c38512afa3bbea2e62b2a8
3975,Unico,7.12,https://myanimelist.net/anime/2427/Unico,https://cdn.myanimelist.net/r/50x70/images/anime/1601/112164.jpg?s=db0e2765cdd15de28d25494205b4f8d5
3976,Yu☆Gi☆Oh! Duel Monsters: Battle City Special,7.12,https://myanimelist.net/anime/5458/Yu☆Gi☆Oh_Duel_Monsters__Battle_City_Special,https://cdn.myanimelist.net/r/50x70/images/anime/2/11197.jpg?s=b3c2ea11825148bdd3b5fb2d961459ac
3977,Yume-iro Pâtissière: Mune Kyun Tropical Island!,7.12,https://myanimelist.net/anime/8894/Yume-iro_Pâtissière__Mune_Kyun_Tropical_Island,https://cdn.myanimelist.net/r/50x70/images/anime/4/64869.jpg?s=ec645d5977fe3c5c744c2d968256a5a3
3978,Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,7.12,https://myanimelist.net/anime/7745/Zettai_Karen_Children_OVA__Aitazousei_Ubawareta_Mirai,https://cdn.myanimelist.net/r/50x70/images/anime/9/25283.jpg?s=c1456d5ac225d91c1e812a4db617d44e
3979,Zhu Tian Ji,7.12,https://myanimelist.net/anime/50925/Zhu_Tian_Ji,https://cdn.myanimelist.net/r/50x70/images/anime/1278/126344.jpg?s=a1d8dd7b962c4ce70a8a697f1cc2f0c8
3980,Robin Hood no Daibouken,7.11,https://myanimelist.net/anime/2543/Robin_Hood_no_Daibouken,https://cdn.myanimelist.net/r/50x70/images/anime/1050/147718.jpg?s=c0f7deeba924a328141a3c73a26e5c0d
3981,Rokudenashi Majutsu Koushi to Akashic Records,7.11,https://myanimelist.net/anime/32951/Rokudenashi_Majutsu_Koushi_to_Akashic_Records,https://cdn.myanimelist.net/r/50x70/images/anime/8/85593.jpg?s=6b4bfc3d834b08474b2051188dc1fe51
3982,Rokujouma no Shinryakusha!?,7.11,https://myanimelist.net/anime/22865/Rokujouma_no_Shinryakusha,https://cdn.myanimelist.net/r/50x70/images/anime/2/62655.jpg?s=a737e7d77cfff37eab4ba88205588f47
3983,Ryuugajou Nanana no Maizoukin,7.11,https://myanimelist.net/anime/21561/Ryuugajou_Nanana_no_Maizoukin,https://cdn.myanimelist.net/r/50x70/images/anime/3/60475.jpg?s=b3cbcb68936b1d838ecd136f5b78cd94
3984,"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",7.11,https://myanimelist.net/anime/53263/Seija_Musou__Salaryman_Isekai_de_Ikinokoru_Tame_ni_Ayumu_Michi,https://cdn.myanimelist.net/r/50x70/images/anime/1490/137816.jpg?s=96a49acb70b6e05370719e80c72c04c2
3985,Seikai no Monshou Special,7.11,https://myanimelist.net/anime/1381/Seikai_no_Monshou_Special,https://cdn.myanimelist.net/r/50x70/images/anime/9/2753.jpg?s=ca0500317a42ae03d03405bf4745377f
3986,Shachiku-san wa Youjo Yuurei ni Iyasaretai.,7.11,https://myanimelist.net/anime/49160/Shachiku-san_wa_Youjo_Yuurei_ni_Iyasaretai,https://cdn.myanimelist.net/r/50x70/images/anime/1190/121945.jpg?s=2adb3f4a8c45190e3393256504d334f0
3987,Shiguang Zhaoxiangguan de Richang,7.11,https://myanimelist.net/anime/50105/Shiguang_Zhaoxiangguan_de_Richang,https://cdn.myanimelist.net/r/50x70/images/anime/1522/118752.jpg?s=d7c57110c23e7ce274eededc3743b034
3988,Shin Taketori Monogatari: 1000-nen Joou,7.11,https://myanimelist.net/anime/1548/Shin_Taketori_Monogatari__1000-nen_Joou,https://cdn.myanimelist.net/r/50x70/images/anime/11/66489.jpg?s=8999361fa73061615c45fa586340fb51
3989,"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",7.11,https://myanimelist.net/anime/33491/Shounen_Maid__Onna_wa_Dokyou_Otoko_wa_Aikyou,https://cdn.myanimelist.net/r/50x70/images/anime/1158/100286.jpg?s=f61de8f60db0b2a2eb4df53c8737e450
3990,Soukou Kihei Votoms: The Last Red Shoulder,7.11,https://myanimelist.net/anime/2583/Soukou_Kihei_Votoms__The_Last_Red_Shoulder,https://cdn.myanimelist.net/r/50x70/images/anime/8/24536.jpg?s=e8976e092e980ac1570218636009edb5
3991,Starmyu OVA,7.11,https://myanimelist.net/anime/33033/Starmyu_OVA,https://cdn.myanimelist.net/r/50x70/images/anime/8/80195.jpg?s=c59288593ca00be4c58c7b21eb0b5f44
3992,Takahashi Rumiko Gekijou,7.11,https://myanimelist.net/anime/2486/Takahashi_Rumiko_Gekijou,https://cdn.myanimelist.net/r/50x70/images/anime/1272/129752.jpg?s=64acf4ed84656d882c1e45baafa427bc
3993,Tamaranai no wa Koi nano ka,7.11,https://myanimelist.net/anime/61146/Tamaranai_no_wa_Koi_nano_ka,https://cdn.myanimelist.net/r/50x70/images/anime/1055/148349.jpg?s=3b52becb51b8ff21fe2897ca314d8c70
3994,Tokyo Mew Mew,7.11,https://myanimelist.net/anime/687/Tokyo_Mew_Mew,https://cdn.myanimelist.net/r/50x70/images/anime/4/89298.jpg?s=a5da7f99b97159599753d7729be3a051
3995,Toriko Movie: Bishokushin no Special Menu,7.11,https://myanimelist.net/anime/17699/Toriko_Movie__Bishokushin_no_Special_Menu,https://cdn.myanimelist.net/r/50x70/images/anime/6/47417.jpg?s=79a626992860823d119f73ec444c8d11
3996,Uta no☆Prince-sama♪ Movie: Maji Love ST☆RISH Tours,7.11,https://myanimelist.net/anime/48573/Uta_no☆Prince-sama♪_Movie__Maji_Love_ST☆RISH_Tours,https://cdn.myanimelist.net/r/50x70/images/anime/1647/127599.jpg?s=b3f61d5ff52d858ccd70567c20187908
3997,Wuliao Jiu Wanjie,7.11,https://myanimelist.net/anime/59012/Wuliao_Jiu_Wanjie,https://cdn.myanimelist.net/r/50x70/images/anime/1292/143461.jpg?s=a2879f6132bf4be9b3142cf8f66b3388
3998,Ai Yori Aoshi: Enishi,7.11,https://myanimelist.net/anime/394/Ai_Yori_Aoshi__Enishi,https://cdn.myanimelist.net/r/50x70/images/anime/10/71425.jpg?s=2a346650ada7b05f8695b9b11c5fef5f
3999,Anime Sanjuushi,7.11,https://myanimelist.net/anime/2333/Anime_Sanjuushi,https://cdn.myanimelist.net/r/50x70/images/anime/3/61981.jpg?s=1cc9da56f9611949557295662b75c54f
4000,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,7.11,https://myanimelist.net/anime/38963/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai__Menma_e_no_Tegami,https://cdn.myanimelist.net/r/50x70/images/anime/1103/98120.jpg?s=05a4a6e08ecb77419a7614aa3cd00b00
4001,Ao no Exorcist: Shimane Illuminati-hen,7.11,https://myanimelist.net/anime/53889/Ao_no_Exorcist__Shimane_Illuminati-hen,https://cdn.myanimelist.net/r/50x70/images/anime/1239/140803.jpg?s=59cff40923e009053f347460ad57f7ec
4002,Bokura wa Minna Kawai-sou Specials,7.11,https://myanimelist.net/anime/24973/Bokura_wa_Minna_Kawai-sou_Specials,https://cdn.myanimelist.net/r/50x70/images/anime/8/70065.jpg?s=c085a52d8720ec68957933f6687042b4
4003,Buddy Complex,7.11,https://myanimelist.net/anime/21437/Buddy_Complex,https://cdn.myanimelist.net/r/50x70/images/anime/12/57303.jpg?s=3fb7496a320dcf3e0dca230678fc2fae
4004,Chibi Revenger,7.11,https://myanimelist.net/anime/48735/Chibi_Revenger,https://cdn.myanimelist.net/r/50x70/images/anime/1975/114442.jpg?s=a7ad130fee7e82b29900edb775fb7488
4005,Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e,7.11,https://myanimelist.net/anime/30711/Code_Geass__Boukoku_no_Akito_5_-_Itoshiki_Mono-tachi_e,https://cdn.myanimelist.net/r/50x70/images/anime/2/77640.jpg?s=5cb5d289584f26cc75974aa0b9bdd262
4006,Dan Dao Zhizun,7.11,https://myanimelist.net/anime/57594/Dan_Dao_Zhizun,https://cdn.myanimelist.net/r/50x70/images/anime/1390/140540.jpg?s=0ae79c014f9c20a2e2578af5a7cf83cc
4007,Denpa Onna to Seishun Otoko,7.11,https://myanimelist.net/anime/9379/Denpa_Onna_to_Seishun_Otoko,https://cdn.myanimelist.net/r/50x70/images/anime/1799/114806.jpg?s=c9a8863fa118575c1e4e459cd69974b6
4008,Densetsu no Yuusha da Garn,7.11,https://myanimelist.net/anime/2803/Densetsu_no_Yuusha_da_Garn,https://cdn.myanimelist.net/r/50x70/images/anime/1206/105983.jpg?s=90195577e9b8f98ead1d05c38838dc67
4009,Dokidoki♡Densetsu: Mahoujin Guruguru,7.11,https://myanimelist.net/anime/332/Dokidoki♡Densetsu__Mahoujin_Guruguru,https://cdn.myanimelist.net/r/50x70/images/anime/1153/134019.jpg?s=b10e1c875a3198bade6bf404a2a157b1
4010,Flag,7.11,https://myanimelist.net/anime/1299/Flag,https://cdn.myanimelist.net/r/50x70/images/anime/1274/90483.jpg?s=03515d0e2aa69e49f10581fd3f89ddb4
4011,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,7.11,https://myanimelist.net/anime/1931/Futari_wa_Precure__Max_Heart_Movie_2_-_Yukizora_no_Tomodachi,https://cdn.myanimelist.net/r/50x70/images/anime/1480/142445.jpg?s=bd24c0a7e2529e6e7a318802d6ad37a5
4012,Gekijou Tanpen Macross Frontier: Toki no Meikyuu,7.11,https://myanimelist.net/anime/47409/Gekijou_Tanpen_Macross_Frontier__Toki_no_Meikyuu,https://cdn.myanimelist.net/r/50x70/images/anime/1419/111593.jpg?s=dfbe867f7c79935988b71712dd9b4d7c
4013,Guilty Crown: Kiseki - Reassortment,7.11,https://myanimelist.net/anime/12419/Guilty_Crown__Kiseki_-_Reassortment,https://cdn.myanimelist.net/r/50x70/images/anime/3/34931.jpg?s=bf6179da7e3856d88f6615ac49f36719
4014,Hakuouki: Hekketsuroku - Kyoto Kaisouroku,7.11,https://myanimelist.net/anime/9723/Hakuouki__Hekketsuroku_-_Kyoto_Kaisouroku,https://cdn.myanimelist.net/r/50x70/images/anime/9/26949.jpg?s=6e0bdfaa595e4a88b0c6e9d21855cb47
4015,Heat Guy J,7.11,https://myanimelist.net/anime/958/Heat_Guy_J,https://cdn.myanimelist.net/r/50x70/images/anime/10/76288.jpg?s=b23716d2cb71046583eba3dcb2d91dcc
4016,Hellsing: The Dawn,7.11,https://myanimelist.net/anime/11077/Hellsing__The_Dawn,https://cdn.myanimelist.net/r/50x70/images/anime/5/30667.jpg?s=693f3247f959773062ffd178005844d3
4017,Hu He Yao Shi Lu,7.11,https://myanimelist.net/anime/59977/Hu_He_Yao_Shi_Lu,https://cdn.myanimelist.net/r/50x70/images/anime/1717/145797.jpg?s=7d4bdcb233b1f34325d80d6ebc59e5ec
4018,Kenyuu Densetsu Yaiba,7.11,https://myanimelist.net/anime/2335/Kenyuu_Densetsu_Yaiba,https://cdn.myanimelist.net/r/50x70/images/anime/5/71953.jpg?s=15c720eeb23f5589ffb9326428e874a1
4019,Koi to Yobu ni wa Kimochi Warui,7.11,https://myanimelist.net/anime/41103/Koi_to_Yobu_ni_wa_Kimochi_Warui,https://cdn.myanimelist.net/r/50x70/images/anime/1519/110527.jpg?s=1bdf7fdad2bc136be79c40d7584393e0
4020,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,7.11,https://myanimelist.net/anime/1335/Koukaku_Kidoutai__Stand_Alone_Complex_-_Tachikoma_na_Hibi,https://cdn.myanimelist.net/r/50x70/images/anime/12/4166.jpg?s=7b4c0d39ffea0ebd5892ca3df9010e65
4021,Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,7.11,https://myanimelist.net/anime/4246/Koukyoushihen_Eureka_Seven__Pocket_ga_Niji_de_Ippai,https://cdn.myanimelist.net/r/50x70/images/anime/8/12896.jpg?s=899c9641b46ea842fff38dde0d4a136e
4022,Kurokami The Animation,7.11,https://myanimelist.net/anime/5079/Kurokami_The_Animation,https://cdn.myanimelist.net/r/50x70/images/anime/12/78669.jpg?s=78ba415f691b88f1bc0b4496202fceb8
4023,Ling Jian Zun 3rd Season,7.11,https://myanimelist.net/anime/40966/Ling_Jian_Zun_3rd_Season,https://cdn.myanimelist.net/r/50x70/images/anime/1272/105915.jpg?s=28e8e284787effcb8327390d4a6efc0b
4024,Lodoss-tou Senki: Eiyuu Kishi Den,7.11,https://myanimelist.net/anime/206/Lodoss-tou_Senki__Eiyuu_Kishi_Den,https://cdn.myanimelist.net/r/50x70/images/anime/1065/92495.jpg?s=80b0d1d15c84b944fcf2d7bfa8d85126
4025,Lord El-Melloi II-sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi,7.11,https://myanimelist.net/anime/38936/Lord_El-Melloi_II-sei_no_Jikenbo__Rail_Zeppelin_Grace_Note_-_Hakamori_to_Neko_to_Majutsushi,https://cdn.myanimelist.net/r/50x70/images/anime/1762/114436.jpg?s=28d9a46075b920061097fe724ebdf197
4026,Maria-sama ga Miteru 4th Specials,7.11,https://myanimelist.net/anime/6299/Maria-sama_ga_Miteru_4th_Specials,https://cdn.myanimelist.net/r/50x70/images/anime/12/14166.jpg?s=1b4f169edcfd9e095495f21d65dffe17
4027,Mister Ajikko,7.11,https://myanimelist.net/anime/3437/Mister_Ajikko,https://cdn.myanimelist.net/r/50x70/images/anime/3/76433.jpg?s=4af3a3fa04f3b4ee8e751727277c5352
4028,Mouryou no Hako,7.11,https://myanimelist.net/anime/4879/Mouryou_no_Hako,https://cdn.myanimelist.net/r/50x70/images/anime/10/75492.jpg?s=802a153c2e9a2c3c0ba9ac2e50736a3a
4029,Nobunaga no Shinobi,7.11,https://myanimelist.net/anime/32829/Nobunaga_no_Shinobi,https://cdn.myanimelist.net/r/50x70/images/anime/2/78715.jpg?s=8d86600baea0a66a9187b408470bbaa3
4030,Nyan Koi!,7.11,https://myanimelist.net/anime/6512/Nyan_Koi,https://cdn.myanimelist.net/r/50x70/images/anime/10/18299.jpg?s=9439d1b20d8ae0a690e0cad34d005567
4031,Oni: Kamigami Yama no Onari,7.11,https://myanimelist.net/anime/53432/Oni__Kamigami_Yama_no_Onari,https://cdn.myanimelist.net/r/50x70/images/anime/1624/144937.jpg?s=caf795c9e4ca4e1cec2593bb4a5d45ab
4032,Ooi! Tonbo,7.11,https://myanimelist.net/anime/55194/Ooi_Tonbo,https://cdn.myanimelist.net/r/50x70/images/anime/1313/142672.jpg?s=286031a8b03cab8bb4a4c6e59af42e0d
4033,Otaku no Video,7.11,https://myanimelist.net/anime/785/Otaku_no_Video,https://cdn.myanimelist.net/r/50x70/images/anime/1217/117018.jpg?s=33e4475f617df134b05e637329d3aef5
4034,Ple Ple Pleiades x Kagejitsu!,7.11,https://myanimelist.net/anime/57034/Ple_Ple_Pleiades_x_Kagejitsu,https://cdn.myanimelist.net/r/50x70/images/anime/1880/139404.jpg?s=14902f967937dbed6e0efa90df7911af
4035,Pokemon XY&Z Specials,7.11,https://myanimelist.net/anime/34325/Pokemon_XY_Z_Specials,https://cdn.myanimelist.net/r/50x70/images/anime/9/82843.jpg?s=de637c407d160fbe715008423e62ff40
4036,Quanqiu Gao Wu,7.11,https://myanimelist.net/anime/60526/Quanqiu_Gao_Wu,https://cdn.myanimelist.net/r/50x70/images/anime/1217/146967.jpg?s=c2fc3cb1e5d2974d08fdd97fa3a35b5f
4037,Jaku-Chara Tomozaki-kun,7.1,https://myanimelist.net/anime/40530/Jaku-Chara_Tomozaki-kun,https://cdn.myanimelist.net/r/50x70/images/anime/1120/109232.jpg?s=f8eaa88174354d2bc99fde07abea4418
4038,Jigoku Sensei Nube OVA,7.1,https://myanimelist.net/anime/2745/Jigoku_Sensei_Nube_OVA,https://cdn.myanimelist.net/r/50x70/images/anime/1091/103240.jpg?s=7404ae6b59a8a0dfa536a19a944778da
4039,Junketsu no Maria,7.1,https://myanimelist.net/anime/26441/Junketsu_no_Maria,https://cdn.myanimelist.net/r/50x70/images/anime/1940/98844.jpg?s=06989fe685a08881deae7b882ccf1a79
4040,Kagejitsu! Second,7.1,https://myanimelist.net/anime/56842/Kagejitsu_Second,https://cdn.myanimelist.net/r/50x70/images/anime/1512/138927.jpg?s=a75680cee580833fc4dfbd4e8d552fce
4041,Karin,7.1,https://myanimelist.net/anime/469/Karin,https://cdn.myanimelist.net/r/50x70/images/anime/9/79205.jpg?s=178ea204fb42d144d9bb64bee7701714
4042,Kenkou Zenrakei Suiei-bu Umishou,7.1,https://myanimelist.net/anime/2602/Kenkou_Zenrakei_Suiei-bu_Umishou,https://cdn.myanimelist.net/r/50x70/images/anime/7/73477.jpg?s=723277b81d7ebd602ee587843f643ceb
